gid	tid	ttype	chrom	start	end	srd	size.rna	size.exon	size.cds	note1	note2
Zm00004b024791	Zm00004b024791_T001	mRNA	chr08	9161747	9162193	+	447	447	447		
Zm00004b024792	Zm00004b024792_T001	mRNA	chr08	9164325	9164441	-	117	117	117		
Zm00004b024793	Zm00004b024793_T001	mRNA	chr08	9265639	9266763	-	1125	1125	1125		
Zm00004b024794	Zm00004b024794_T001	mRNA	chr08	9298669	9302262	-	3594	1738	1101		
Zm00004b024795	Zm00004b024795_T001	mRNA	chr08	9315435	9317064	+	1630	1343	837		
Zm00004b024796	Zm00004b024796_T001	mRNA	chr08	9324049	9328603	+	4555	2359	1854		
Zm00004b024797	Zm00004b024797_T001	mRNA	chr08	9347743	9348150	-	408	408	408		
Zm00004b024798	Zm00004b024798_T001	mRNA	chr08	9349291	9351861	-	2571	2298	1983		
Zm00004b024799	Zm00004b024799_T001	mRNA	chr08	9390549	9390878	-	330	330	330		
Zm00004b024800	Zm00004b024800_T001	mRNA	chr08	9393483	9396026	-	2544	2328	2088		
Zm00004b024801	Zm00004b024801_T001	mRNA	chr08	9396217	9405413	+	9197	2013	1311		
Zm00004b024802	Zm00004b024802_T001	mRNA	chr08	9450019	9454349	+	4331	1317	1317		
Zm00004b024803	Zm00004b024803_T001	mRNA	chr08	9615131	9659462	-	44332	3535	1566		
Zm00004b024804	Zm00004b024804_T001	mRNA	chr08	9644875	9658275	+	13401	2303	1824		
Zm00004b024805	Zm00004b024805_T001	mRNA	chr08	9694768	9699359	+	4592	1188	720		
Zm00004b024806	Zm00004b024806_T001	mRNA	chr08	9705274	9707953	+	2680	1054	489		
Zm00004b024807	Zm00004b024807_T001	mRNA	chr08	9709376	9713229	+	3854	3006	3006		
Zm00004b024808	Zm00004b024808_T001	mRNA	chr08	9713637	9713873	+	237	237	237		
Zm00004b024809	Zm00004b024809_T001	mRNA	chr08	9726292	9728091	+	1800	1268	987		
Zm00004b024810	Zm00004b024810_T001	mRNA	chr08	9803460	9808409	-	4950	4199	3819		
Zm00004b024811	Zm00004b024811_T001	mRNA	chr08	9808779	9821044	+	12266	2276	1800		
Zm00004b024812	Zm00004b024812_T001	mRNA	chr08	9863864	9868829	-	4966	1799	1164		
Zm00004b024813	Zm00004b024813_T001	mRNA	chr08	9872606	9874146	+	1541	441	441		
Zm00004b024814	Zm00004b024814_T001	mRNA	chr08	9953280	9960133	+	6854	2941	1272		
Zm00004b024815	Zm00004b024815_T001	mRNA	chr08	10045159	10049402	-	4244	1536	1413		
Zm00004b024816	Zm00004b024816_T001	mRNA	chr08	10069542	10073225	-	3684	2700	2118		
Zm00004b024817	Zm00004b024817_T001	mRNA	chr08	10104870	10106669	-	1800	1526	1347		
Zm00004b024818	Zm00004b024818_T001	mRNA	chr08	10198393	10207430	-	9038	3220	2901		
Zm00004b024819	Zm00004b024819_T001	mRNA	chr08	10220987	10224961	-	3975	1515	792		
Zm00004b024820	Zm00004b024820_T001	mRNA	chr08	10228621	10232360	-	3740	687	687		
Zm00004b024821	Zm00004b024821_T001	mRNA	chr08	10233342	10234298	-	957	957	957		
Zm00004b024822	Zm00004b024822_T001	mRNA	chr08	10240143	10242257	-	2115	1179	744		
Zm00004b024823	Zm00004b024823_T001	mRNA	chr08	10246018	10246845	-	828	828	828		
Zm00004b024824	Zm00004b024824_T001	mRNA	chr08	10252023	10252683	+	661	555	555		
Zm00004b024825	Zm00004b024825_T001	mRNA	chr08	10282236	10285879	+	3644	1484	999		
Zm00004b024826	Zm00004b024826_T001	mRNA	chr08	10286417	10289098	-	2682	1311	840		
Zm00004b024827	Zm00004b024827_T001	mRNA	chr08	10582858	10590892	+	8035	738	738		
Zm00004b024828	Zm00004b024828_T001	mRNA	chr08	10596955	10597490	-	536	288	288		
Zm00004b024829	Zm00004b024829_T001	mRNA	chr08	10626426	10627793	+	1368	222	222		
Zm00004b024830	Zm00004b024830_T001	mRNA	chr08	10656488	10659921	-	3434	1563	1401		
Zm00004b024831	Zm00004b024831_T001	mRNA	chr08	10671656	10673627	-	1972	764	717		
Zm00004b024832	Zm00004b024832_T001	mRNA	chr08	10685353	10706935	+	21583	3787	2859		
Zm00004b024833	Zm00004b024833_T001	mRNA	chr08	10781973	10782443	-	471	471	471		
Zm00004b024834	Zm00004b024834_T001	mRNA	chr08	10783931	10789484	-	5554	2240	2013		
Zm00004b024835	Zm00004b024835_T001	mRNA	chr08	10863229	10867388	+	4160	2116	750		
Zm00004b024836	Zm00004b024836_T001	mRNA	chr08	10909597	10911410	+	1814	1427	1014		
Zm00004b024837	Zm00004b024837_T001	mRNA	chr08	10916196	10918709	+	2514	1969	1392		
Zm00004b024838	Zm00004b024838_T001	mRNA	chr08	10923118	10926210	-	3093	1807	933		
Zm00004b024839	Zm00004b024839_T001	mRNA	chr08	10928709	10934926	+	6218	2268	1830		
Zm00004b024840	Zm00004b024840_T001	mRNA	chr08	10964270	10966493	+	2224	648	648		
Zm00004b024841	Zm00004b024841_T001	mRNA	chr08	10984507	10997819	+	13313	5300	3309		
Zm00004b024842	Zm00004b024842_T001	mRNA	chr08	10997845	11003261	-	5417	1173	1173		
Zm00004b024843	Zm00004b024843_T001	mRNA	chr08	11162370	11162663	+	294	294	294		
Zm00004b024844	Zm00004b024844_T001	mRNA	chr08	11299252	11329875	+	30624	1542	1308		
Zm00004b024845	Zm00004b024845_T001	mRNA	chr08	11355270	11357849	-	2580	1689	1689		
Zm00004b024846	Zm00004b024846_T001	mRNA	chr08	11446570	11447792	+	1223	339	339		
Zm00004b024847	Zm00004b024847_T001	mRNA	chr08	11449820	11452553	+	2734	791	270		
Zm00004b024848	Zm00004b024848_T001	mRNA	chr08	11456649	11456855	-	207	207	207		
Zm00004b024849	Zm00004b024849_T001	mRNA	chr08	11535460	11537319	-	1860	1722	1089		
Zm00004b024850	Zm00004b024850_T001	mRNA	chr08	11596740	11601082	+	4343	946	510		
Zm00004b024851	Zm00004b024851_T001	mRNA	chr08	11603799	11605971	-	2173	1642	813		
Zm00004b024852	Zm00004b024852_T001	mRNA	chr08	11606682	11612467	-	5786	2372	1746		
Zm00004b024853	Zm00004b024853_T001	mRNA	chr08	11706863	11708754	+	1892	864	768		
Zm00004b024854	Zm00004b024854_T001	mRNA	chr08	11852612	11855592	-	2981	2157	1725		
Zm00004b024855	Zm00004b024855_T001	mRNA	chr08	11860103	11860816	-	714	714	714		
Zm00004b024856	Zm00004b024856_T001	mRNA	chr08	11862394	11866747	-	4354	1839	1839		
Zm00004b024857	Zm00004b024857_T001	mRNA	chr08	11998816	11999259	-	444	444	444		
Zm00004b024858	Zm00004b024858_T001	mRNA	chr08	12125066	12125626	+	561	561	561		
Zm00004b024859	Zm00004b024859_T001	mRNA	chr08	12135020	12135748	+	729	729	729		
Zm00004b024860	Zm00004b024860_T001	mRNA	chr08	12320276	12321562	-	1287	818	315		
Zm00004b024861	Zm00004b024861_T001	mRNA	chr08	12335087	12336097	+	1011	1011	1011		
Zm00004b024862	Zm00004b024862_T001	mRNA	chr08	12424291	12425188	-	898	824	309		
Zm00004b024863	Zm00004b024863_T001	mRNA	chr08	12434876	12438555	+	3680	1870	1446		
Zm00004b024864	Zm00004b024864_T001	mRNA	chr08	12499207	12499694	-	488	204	204		
Zm00004b024865	Zm00004b024865_T001	mRNA	chr08	12501926	12503115	+	1190	1089	627		
Zm00004b024866	Zm00004b024866_T001	mRNA	chr08	12509742	12511271	-	1530	1530	1530		
Zm00004b024867	Zm00004b024867_T001	mRNA	chr08	12594385	12598614	-	4230	912	912		
Zm00004b024868	Zm00004b024868_T001	mRNA	chr08	12645443	12657139	+	11697	1673	771		
Zm00004b024869	Zm00004b024869_T001	mRNA	chr08	12662240	12665585	-	3346	991	624		
Zm00004b024870	Zm00004b024870_T001	mRNA	chr08	12756481	12757290	+	810	810	810		
Zm00004b024871	Zm00004b024871_T001	mRNA	chr08	12854555	12859445	+	4891	954	954		
Zm00004b024872	Zm00004b024872_T001	mRNA	chr08	12861531	12864544	+	3014	1437	456		
Zm00004b024873	Zm00004b024873_T001	mRNA	chr08	12867384	12882023	+	14640	4529	3993		
Zm00004b024874	Zm00004b024874_T001	mRNA	chr08	12928342	12929769	+	1428	1303	1158		
Zm00004b024875	Zm00004b024875_T001	mRNA	chr08	12960006	12964329	+	4324	1138	519		
Zm00004b024876	Zm00004b024876_T001	mRNA	chr08	12972887	12973798	+	912	912	912		
Zm00004b024877	Zm00004b024877_T001	mRNA	chr08	12982455	12984458	+	2004	814	411		
Zm00004b024878	Zm00004b024878_T001	mRNA	chr08	13055129	13058672	+	3544	2224	939		
Zm00004b024879	Zm00004b024879_T001	mRNA	chr08	13081061	13082094	-	1034	588	588		
Zm00004b024880	Zm00004b024880_T001	mRNA	chr08	13099378	13100379	+	1002	1002	498		
Zm00004b024881	Zm00004b024881_T001	mRNA	chr08	13101936	13102556	-	621	621	621		
Zm00004b024882	Zm00004b024882_T001	mRNA	chr08	13149213	13149683	-	471	471	471		
Zm00004b024883	Zm00004b024883_T001	mRNA	chr08	13221545	13222733	-	1189	1044	1044		
Zm00004b024884	Zm00004b024884_T001	mRNA	chr08	13293230	13293649	-	420	420	420		
Zm00004b024885	Zm00004b024885_T001	mRNA	chr08	13309866	13317662	-	7797	3324	2871		
Zm00004b024886	Zm00004b024886_T001	mRNA	chr08	13320060	13329919	-	9860	2376	2376		
Zm00004b024887	Zm00004b024887_T001	mRNA	chr08	13422029	13428303	+	6275	2355	1962		
Zm00004b024888	Zm00004b024888_T001	mRNA	chr08	13428954	13447664	+	18711	1659	1659		
Zm00004b024889	Zm00004b024889_T001	mRNA	chr08	13448565	13451786	+	3222	2450	1866		
Zm00004b024890	Zm00004b024890_T001	mRNA	chr08	13462948	13464434	+	1487	1400	795		
Zm00004b024891	Zm00004b024891_T001	mRNA	chr08	13508247	13510199	+	1953	1740	1323		
Zm00004b024892	Zm00004b024892_T001	mRNA	chr08	13513950	13516961	-	3012	1606	1434		
Zm00004b024893	Zm00004b024893_T001	mRNA	chr08	13517202	13526377	+	9176	480	480		
Zm00004b024894	Zm00004b024894_T001	mRNA	chr08	13537091	13539482	-	2392	2262	1998		
Zm00004b024895	Zm00004b024895_T001	mRNA	chr08	13593349	13596454	+	3106	2245	861		
Zm00004b024896	Zm00004b024896_T001	mRNA	chr08	13713387	13713860	+	474	474	474		
Zm00004b024897	Zm00004b024897_T001	mRNA	chr08	13768539	13771359	+	2821	1722	912		
Zm00004b024898	Zm00004b024898_T001	mRNA	chr08	13805744	13811473	-	5730	2042	1188		
Zm00004b024899	Zm00004b024899_T001	mRNA	chr08	13815603	13820436	-	4834	2088	1641		
Zm00004b024900	Zm00004b024900_T001	mRNA	chr08	13872374	13874721	-	2348	795	546		
Zm00004b024901	Zm00004b024901_T001	mRNA	chr08	13975511	13981702	+	6192	2070	1569		
Zm00004b024902	Zm00004b024902_T001	mRNA	chr08	13993653	13994536	-	884	745	405		
Zm00004b024903	Zm00004b024903_T001	mRNA	chr08	14001469	14001939	-	471	471	471		
Zm00004b024904	Zm00004b024904_T001	mRNA	chr08	14016757	14021146	-	4390	3136	900		
Zm00004b024905	Zm00004b024905_T001	mRNA	chr08	14119555	14119788	-	234	234	234		
Zm00004b024906	Zm00004b024906_T001	mRNA	chr08	14125322	14129021	+	3700	3496	1743		
Zm00004b024907	Zm00004b024907_T001	mRNA	chr08	14157202	14158116	+	915	534	453		
Zm00004b024908	Zm00004b024908_T001	mRNA	chr08	14180720	14181481	-	762	484	195		
Zm00004b024909	Zm00004b024909_T001	mRNA	chr08	14228643	14229587	+	945	780	780		
Zm00004b024910	Zm00004b024910_T001	mRNA	chr08	14230029	14232977	-	2949	1441	819		
Zm00004b024911	Zm00004b024911_T001	mRNA	chr08	14235584	14240423	-	4840	1658	783		
Zm00004b024912	Zm00004b024912_T001	mRNA	chr08	14260279	14262345	-	2067	992	588		
Zm00004b024913	Zm00004b024913_T001	mRNA	chr08	14375289	14379848	+	4560	1624	810		
Zm00004b024914	Zm00004b024914_T001	mRNA	chr08	14381552	14390757	-	9206	1106	909		
Zm00004b024915	Zm00004b024915_T001	mRNA	chr08	14581971	14587956	+	5986	2824	1944		
Zm00004b024916	Zm00004b024916_T001	mRNA	chr08	14641224	14645732	-	4509	3163	2076		
Zm00004b024917	Zm00004b024917_T001	mRNA	chr08	14703116	14707304	-	4189	1521	753		
Zm00004b024918	Zm00004b024918_T001	mRNA	chr08	14734200	14734583	-	384	384	384		
Zm00004b024919	Zm00004b024919_T001	mRNA	chr08	14764341	14767072	-	2732	955	249		
Zm00004b024920	Zm00004b024920_T001	mRNA	chr08	14770919	14776546	-	5628	3076	2190		
Zm00004b024921	Zm00004b024921_T001	mRNA	chr08	14842937	14847508	-	4572	942	942		
Zm00004b024922	Zm00004b024922_T001	mRNA	chr08	14885829	14892322	+	6494	1034	717		
Zm00004b024923	Zm00004b024923_T001	mRNA	chr08	14931376	14933004	+	1629	1629	1629		
Zm00004b024924	Zm00004b024924_T001	mRNA	chr08	14987776	14992601	+	4826	2173	1401		
Zm00004b024925	Zm00004b024925_T001	mRNA	chr08	14994803	15000230	+	5428	2377	1965		
Zm00004b024926	Zm00004b024926_T001	mRNA	chr08	15007911	15011026	-	3116	2613	657		
Zm00004b024927	Zm00004b024927_T001	mRNA	chr08	15012213	15014983	+	2771	2601	1608		
Zm00004b024928	Zm00004b024928_T001	mRNA	chr08	15015344	15038375	+	23032	2889	2889		
Zm00004b024929	Zm00004b024929_T001	mRNA	chr08	15039585	15043092	-	3508	3397	3210		
Zm00004b024930	Zm00004b024930_T001	mRNA	chr08	15097226	15098221	-	996	996	996		
Zm00004b024931	Zm00004b024931_T001	mRNA	chr08	15104860	15105870	-	1011	1011	1011		
Zm00004b024932	Zm00004b024932_T001	mRNA	chr08	15166733	15167524	-	792	792	792		
Zm00004b024933	Zm00004b024933_T001	mRNA	chr08	15180742	15198450	+	17709	2690	1242		
Zm00004b024934	Zm00004b024934_T001	mRNA	chr08	15198863	15202023	+	3161	2053	1296		
Zm00004b024935	Zm00004b024935_T001	mRNA	chr08	15254510	15260267	-	5758	2408	1296		
Zm00004b024936	Zm00004b024936_T001	mRNA	chr08	15332641	15334145	-	1505	843	663		
Zm00004b024937	Zm00004b024937_T001	mRNA	chr08	15377201	15378491	-	1291	1070	759		
Zm00004b024938	Zm00004b024938_T001	mRNA	chr08	15380577	15391331	-	10755	875	726		
Zm00004b024939	Zm00004b024939_T001	mRNA	chr08	15477747	15482993	-	5247	2519	2220		
Zm00004b024940	Zm00004b024940_T001	mRNA	chr08	15515362	15518206	-	2845	2173	1503		
Zm00004b024941	Zm00004b024941_T001	mRNA	chr08	15584293	15584562	+	270	270	270		
Zm00004b024942	Zm00004b024942_T001	mRNA	chr08	15701646	15703872	-	2227	1625	1302		
Zm00004b024943	Zm00004b024943_T001	mRNA	chr08	15704477	15706024	+	1548	1548	1548		
Zm00004b024944	Zm00004b024944_T001	mRNA	chr08	15706564	15707112	-	549	342	342		
Zm00004b024945	Zm00004b024945_T001	mRNA	chr08	15709298	15720940	-	11643	696	696		
Zm00004b024946	Zm00004b024946_T001	mRNA	chr08	15721124	15721336	-	213	213	213		
Zm00004b024947	Zm00004b024947_T001	mRNA	chr08	15727199	15762635	+	35437	6430	5247		
Zm00004b024948	Zm00004b024948_T001	mRNA	chr08	15964988	15969997	+	5010	2648	1470		
Zm00004b024949	Zm00004b024949_T001	mRNA	chr08	15970715	15972338	-	1624	747	747		
Zm00004b024950	Zm00004b024950_T001	mRNA	chr08	16134808	16138797	+	3990	697	666		
Zm00004b024951	Zm00004b024951_T001	mRNA	chr08	16146681	16154533	+	7853	1189	732		
Zm00004b024952	Zm00004b024952_T001	mRNA	chr08	16157983	16159596	-	1614	1098	1098		
Zm00004b024953	Zm00004b024953_T001	mRNA	chr08	16160049	16161889	+	1841	1293	783		
Zm00004b024954	Zm00004b024954_T001	mRNA	chr08	16163109	16165853	-	2745	2348	1374		
Zm00004b024955	Zm00004b024955_T001	mRNA	chr08	16166787	16173333	-	6547	3733	2112		
Zm00004b024956	Zm00004b024956_T001	mRNA	chr08	16235012	16235869	-	858	858	858		
Zm00004b024957	Zm00004b024957_T001	mRNA	chr08	16239502	16240751	-	1250	858	765		
Zm00004b024958	Zm00004b024958_T001	mRNA	chr08	16282518	16282829	+	312	312	312		
Zm00004b024959	Zm00004b024959_T001	mRNA	chr08	16586729	16586950	+	222	222	222		
Zm00004b024960	Zm00004b024960_T001	mRNA	chr08	16606428	16616639	+	10212	2195	1899		
Zm00004b024961	Zm00004b024961_T001	mRNA	chr08	16632167	16636278	+	4112	666	666		
Zm00004b024962	Zm00004b024962_T001	mRNA	chr08	16639280	16643813	+	4534	948	948		
Zm00004b024963	Zm00004b024963_T001	mRNA	chr08	16645215	16660070	+	14856	1902	1584		
Zm00004b024964	Zm00004b024964_T001	mRNA	chr08	16672964	16673728	-	765	765	765		
Zm00004b024965	Zm00004b024965_T001	mRNA	chr08	16747839	16751843	-	4005	1973	1089		
Zm00004b024966	Zm00004b024966_T001	mRNA	chr08	16783885	16787712	-	3828	957	957		
Zm00004b024967	Zm00004b024967_T001	mRNA	chr08	16797738	16798660	+	923	820	693		
Zm00004b024968	Zm00004b024968_T001	mRNA	chr08	16799823	16800191	-	369	369	369		
Zm00004b024969	Zm00004b024969_T001	mRNA	chr08	16837347	16856230	-	18884	3323	2787		
Zm00004b024970	Zm00004b024970_T001	mRNA	chr08	16963489	16966108	+	2620	962	876		
Zm00004b024971	Zm00004b024971_T001	mRNA	chr08	16966193	16969400	-	3208	1549	1104		
Zm00004b024972	Zm00004b024972_T001	mRNA	chr08	17037864	17038253	+	390	390	390		
Zm00004b024973	Zm00004b024973_T001	mRNA	chr08	17050850	17051239	+	390	390	390		
Zm00004b024974	Zm00004b024974_T001	mRNA	chr08	17074527	17078318	+	3792	2010	1272		
Zm00004b024975	Zm00004b024975_T001	mRNA	chr08	17134030	17138691	+	4662	2213	1158		
Zm00004b024976	Zm00004b024976_T001	mRNA	chr08	17138800	17140556	-	1757	1440	981		
Zm00004b024977	Zm00004b024977_T001	mRNA	chr08	17155232	17156150	-	919	873	873		
Zm00004b024978	Zm00004b024978_T001	mRNA	chr08	17209687	17215678	-	5992	678	678		
Zm00004b024979	Zm00004b024979_T001	mRNA	chr08	17231224	17235645	-	4422	2732	1635		
Zm00004b024980	Zm00004b024980_T001	mRNA	chr08	17318395	17319673	+	1279	1166	633		
Zm00004b024981	Zm00004b024981_T001	mRNA	chr08	17393919	17399547	-	5629	2509	1692		
Zm00004b024982	Zm00004b024982_T001	mRNA	chr08	17428222	17432084	+	3863	3739	3366		
Zm00004b024983	Zm00004b024983_T001	mRNA	chr08	17436894	17441305	-	4412	1822	1305		
Zm00004b024984	Zm00004b024984_T001	mRNA	chr08	17542058	17547297	+	5240	1413	669		
Zm00004b024985	Zm00004b024985_T001	mRNA	chr08	17555247	17557138	+	1892	1146	477		
Zm00004b024986	Zm00004b024986_T001	mRNA	chr08	17610204	17610569	-	366	366	366		
Zm00004b024987	Zm00004b024987_T001	mRNA	chr08	17615314	17620417	-	5104	2895	2190		
Zm00004b024988	Zm00004b024988_T001	mRNA	chr08	17628656	17632496	-	3841	1188	1113		
Zm00004b024989	Zm00004b024989_T001	mRNA	chr08	17679956	17687845	-	7890	2784	1968		
Zm00004b024990	Zm00004b024990_T001	mRNA	chr08	17690127	17693650	-	3524	1271	714		
Zm00004b024991	Zm00004b024991_T001	mRNA	chr08	17716535	17721046	-	4512	2248	1695		
Zm00004b024992	Zm00004b024992_T001	mRNA	chr08	17722737	17748968	-	26232	6757	5559		
Zm00004b024993	Zm00004b024993_T001	mRNA	chr08	17748259	17748861	+	603	603	603		
Zm00004b024994	Zm00004b024994_T001	mRNA	chr08	17749598	17750996	-	1399	805	276		
Zm00004b024995	Zm00004b024995_T001	mRNA	chr08	17753531	17754132	-	602	451	228		
Zm00004b024996	Zm00004b024996_T001	mRNA	chr08	18049418	18055631	+	6214	5294	4539		
Zm00004b024997	Zm00004b024997_T001	mRNA	chr08	18059209	18060718	-	1510	1272	555		
Zm00004b024998	Zm00004b024998_T001	mRNA	chr08	18062610	18066228	-	3619	1258	1101		
Zm00004b024999	Zm00004b024999_T001	mRNA	chr08	18231222	18236276	+	5055	1520	573		
Zm00004b025000	Zm00004b025000_T001	mRNA	chr08	18236303	18246034	-	9732	3384	3186		
Zm00004b025001	Zm00004b025001_T001	mRNA	chr08	18314942	18318866	-	3925	2331	1728		
Zm00004b025002	Zm00004b025002_T001	mRNA	chr08	18330505	18332697	-	2193	735	735		
Zm00004b025003	Zm00004b025003_T001	mRNA	chr08	18630346	18630816	-	471	471	471		
Zm00004b025004	Zm00004b025004_T001	mRNA	chr08	18659884	18683052	+	23169	2297	1842		
Zm00004b025005	Zm00004b025005_T001	mRNA	chr08	18683536	18694174	+	10639	3026	2388		
Zm00004b025006	Zm00004b025006_T001	mRNA	chr08	18699465	18704523	-	5059	2004	1185		
Zm00004b025007	Zm00004b025007_T001	mRNA	chr08	18711946	18712461	-	516	516	516		
Zm00004b025008	Zm00004b025008_T001	mRNA	chr08	18841271	18845106	+	3836	1842	1371		
Zm00004b025009	Zm00004b025009_T001	mRNA	chr08	18847851	18849717	-	1867	788	555		
Zm00004b025010	Zm00004b025010_T001	mRNA	chr08	18929622	18933349	-	3728	1026	642		
Zm00004b025011	Zm00004b025011_T001	mRNA	chr08	18976370	18977737	+	1368	1368	1368		
Zm00004b025012	Zm00004b025012_T001	mRNA	chr08	18991585	18998846	-	7262	2990	2004		
Zm00004b025013	Zm00004b025013_T001	mRNA	chr08	19055456	19056061	-	606	606	606		
Zm00004b025014	Zm00004b025014_T001	mRNA	chr08	19067722	19067991	+	270	270	270		
Zm00004b025015	Zm00004b025015_T001	mRNA	chr08	19070611	19071942	-	1332	1332	1332		
Zm00004b025016	Zm00004b025016_T001	mRNA	chr08	19076347	19079740	-	3394	2071	1248		
Zm00004b025017	Zm00004b025017_T001	mRNA	chr08	19231684	19240892	+	9209	3613	1035		
Zm00004b025018	Zm00004b025018_T001	mRNA	chr08	19312704	19314304	+	1601	668	258		
Zm00004b025019	Zm00004b025019_T001	mRNA	chr08	19326424	19329225	+	2802	1696	1071		
Zm00004b025020	Zm00004b025020_T001	mRNA	chr08	19422288	19431669	+	9382	5925	4623		
Zm00004b025021	Zm00004b025021_T001	mRNA	chr08	19490297	19491799	-	1503	1503	1503		
Zm00004b025022	Zm00004b025022_T001	mRNA	chr08	19507618	19516680	+	9063	1083	642		
Zm00004b025023	Zm00004b025023_T001	mRNA	chr08	19521185	19521856	+	672	672	672		
Zm00004b025024	Zm00004b025024_T001	mRNA	chr08	19522101	19524364	+	2264	594	594		
Zm00004b025025	Zm00004b025025_T001	mRNA	chr08	19524999	19534195	+	9197	1202	1125		
Zm00004b025026	Zm00004b025026_T001	mRNA	chr08	19534462	19540034	-	5573	2231	1449		
Zm00004b025027	Zm00004b025027_T001	mRNA	chr08	19544259	19553139	+	8881	1641	1641		
Zm00004b025028	Zm00004b025028_T001	mRNA	chr08	19609125	19618885	+	9761	3795	2856		
Zm00004b025029	Zm00004b025029_T001	mRNA	chr08	19672839	19674425	-	1587	1587	1587		
Zm00004b025030	Zm00004b025030_T001	mRNA	chr08	19691754	19715894	+	24141	738	738		
Zm00004b025031	Zm00004b025031_T001	mRNA	chr08	19789945	19793967	+	4023	1398	1251		
Zm00004b025032	Zm00004b025032_T001	mRNA	chr08	19799439	19802893	-	3455	2282	1062		
Zm00004b025033	Zm00004b025033_T001	mRNA	chr08	19894483	19897436	-	2954	2475	2241		
Zm00004b025034	Zm00004b025034_T001	mRNA	chr08	19909675	19910277	+	603	603	603		
Zm00004b025035	Zm00004b025035_T001	mRNA	chr08	19921360	19922507	-	1148	979	543		
Zm00004b025036	Zm00004b025036_T001	mRNA	chr08	20171218	20171484	+	267	267	267		
Zm00004b025037	Zm00004b025037_T001	mRNA	chr08	20186773	20197296	+	10524	3182	2313		
Zm00004b025038	Zm00004b025038_T001	mRNA	chr08	20220069	20236992	-	16924	5889	4296		
Zm00004b025039	Zm00004b025039_T001	mRNA	chr08	20267019	20268108	+	1090	1014	1014		
Zm00004b025040	Zm00004b025040_T001	mRNA	chr08	20362394	20370134	+	7741	2533	1647		
Zm00004b025041	Zm00004b025041_T001	mRNA	chr08	20495968	20496615	-	648	648	648		
Zm00004b025042	Zm00004b025042_T001	mRNA	chr08	20558581	20559867	+	1287	957	702		
Zm00004b025043	Zm00004b025043_T001	mRNA	chr08	20628568	20635270	-	6703	1646	1569		
Zm00004b025044	Zm00004b025044_T001	mRNA	chr08	20712621	20715161	+	2541	1639	1431		
Zm00004b025045	Zm00004b025045_T001	mRNA	chr08	20717562	20719126	-	1565	1442	1032		
Zm00004b025046	Zm00004b025046_T001	mRNA	chr08	20719216	20723720	-	4505	1194	1194		
Zm00004b025047	Zm00004b025047_T001	mRNA	chr08	20737332	20743842	+	6511	1703	1497		
Zm00004b025048	Zm00004b025048_T001	mRNA	chr08	20742868	20745018	-	2151	995	978		
Zm00004b025049	Zm00004b025049_T001	mRNA	chr08	20838700	20838948	+	249	249	249		
Zm00004b025050	Zm00004b025050_T001	mRNA	chr08	20868843	20872158	+	3316	1717	1473		
Zm00004b025051	Zm00004b025051_T001	mRNA	chr08	20873438	20881215	-	7778	3442	2652		
Zm00004b025052	Zm00004b025052_T001	mRNA	chr08	21011221	21013009	-	1789	1212	1212		
Zm00004b025053	Zm00004b025053_T001	mRNA	chr08	21104748	21108443	+	3696	1904	1095		
Zm00004b025054	Zm00004b025054_T001	mRNA	chr08	21341009	21342941	+	1933	1185	684		
Zm00004b025055	Zm00004b025055_T001	mRNA	chr08	21469251	21470411	+	1161	1161	1161		
Zm00004b025056	Zm00004b025056_T001	mRNA	chr08	21482163	21482384	+	222	222	222		
Zm00004b025057	Zm00004b025057_T001	mRNA	chr08	21485562	21487034	+	1473	383	216		
Zm00004b025058	Zm00004b025058_T001	mRNA	chr08	21504541	21507257	+	2717	1261	987		
Zm00004b025059	Zm00004b025059_T001	mRNA	chr08	21507038	21510854	-	3817	2261	1611		
Zm00004b025060	Zm00004b025060_T001	mRNA	chr08	21590414	21598591	+	8178	2004	1287		
Zm00004b025061	Zm00004b025061_T001	mRNA	chr08	21660864	21661979	-	1116	804	804		
Zm00004b025062	Zm00004b025062_T001	mRNA	chr08	21775624	21777580	-	1957	1555	1401		
Zm00004b025063	Zm00004b025063_T001	mRNA	chr08	21780844	21785101	-	4258	1817	1005		
Zm00004b025064	Zm00004b025064_T001	mRNA	chr08	21863499	21863927	-	429	429	429		
Zm00004b025065	Zm00004b025065_T001	mRNA	chr08	21903545	21912022	-	8478	4587	3498		
Zm00004b025066	Zm00004b025066_T001	mRNA	chr08	21968423	21970809	+	2387	1560	1080		
Zm00004b025067	Zm00004b025067_T001	mRNA	chr08	22012920	22016611	+	3692	798	588		
Zm00004b025068	Zm00004b025068_T001	mRNA	chr08	22021255	22022824	+	1570	776	447		
Zm00004b025069	Zm00004b025069_T001	mRNA	chr08	22031255	22032538	-	1284	1284	1284		
Zm00004b025070	Zm00004b025070_T001	mRNA	chr08	22061428	22061745	+	318	318	318		
Zm00004b025071	Zm00004b025071_T001	mRNA	chr08	22063282	22064811	+	1530	1530	1530		
Zm00004b025072	Zm00004b025072_T001	mRNA	chr08	22161759	22169304	+	7546	1542	840		
Zm00004b025073	Zm00004b025073_T001	mRNA	chr08	22300951	22303728	+	2778	1293	1293		
Zm00004b025074	Zm00004b025074_T001	mRNA	chr08	22328026	22328520	-	495	495	495		
Zm00004b025075	Zm00004b025075_T001	mRNA	chr08	22372376	22396693	-	24318	834	834		
